Cl.Ord.ID,Instrument,Side,Quantity,Price
aa2601,Rose,2,920,6
aa2602,Rose,2,660,147
aa2603,Rose,2,600,510
aa2604,Rose,1,410,872
aa2605,Rose,2,720,748
aa2606,Rose,1,430,65
aa2607,Rose,2,900,398
aa2608,Rose,2,560,691
aa2609,Rose,2,410,716
aa2610,Rose,1,490,419
aa2611,Rose,2,160,372
aa2612,Rose,1,570,757
aa2613,Rose,1,390,525
aa2614,Rose,1,930,108
aa2615,Rose,1,50,370
aa2616,Rose,2,70,241
aa2617,Rose,2,290,342
aa2618,Rose,1,560,812
aa2619,Rose,1,1000,272
aa2620,Rose,1,420,935
aa2621,Rose,2,280,352
aa2622,Rose,1,580,6
aa2623,Rose,2,330,871
aa2624,Rose,2,750,664
aa2625,Rose,1,10,325
aa2626,Rose,1,300,235
aa2627,Rose,2,10,850
aa2628,Rose,2,290,647
aa2629,Rose,2,90,756
aa2630,Rose,1,670,616
aa2631,Rose,2,840,358
aa2632,Rose,2,380,786
aa2633,Rose,1,690,276
aa2634,Rose,1,280,498
aa2635,Rose,2,540,552
aa2636,Rose,2,440,485
aa2637,Rose,1,420,890
aa2638,Rose,1,530,115
aa2639,Rose,1,340,56
aa2640,Rose,2,80,581
aa2641,Rose,1,20,678
aa2642,Rose,1,650,280
aa2643,Rose,1,550,358
aa2644,Rose,1,60,939
aa2645,Rose,2,340,403
aa2646,Rose,2,130,830
aa2647,Rose,2,140,329
aa2648,Rose,1,920,378
aa2649,Rose,1,520,611
aa2650,Rose,1,70,8
aa2651,Rose,2,520,610
aa2652,Rose,2,370,717
aa2653,Rose,2,420,183
aa2654,Rose,1,530,212
aa2655,Rose,1,810,618
aa2656,Rose,1,970,936
aa2657,Rose,2,750,715
aa2658,Rose,2,300,248
aa2659,Rose,1,720,775
aa2660,Rose,2,100,346
aa2661,Rose,2,310,89
aa2662,Rose,2,310,81
aa2663,Rose,1,590,70
aa2664,Rose,1,110,714
aa2665,Rose,2,820,63
aa2666,Rose,2,590,945
aa2667,Rose,1,560,531
aa2668,Rose,1,280,195
aa2669,Rose,2,740,533
aa2670,Rose,2,40,505
aa2671,Rose,1,700,475
aa2672,Rose,2,570,917
aa2673,Rose,1,360,217
aa2674,Rose,2,950,106
aa2675,Rose,2,610,660
aa2676,Rose,1,790,438
aa2677,Rose,2,360,21
aa2678,Rose,2,790,186
aa2679,Rose,2,330,252
aa2680,Rose,2,170,462
aa2681,Rose,1,240,792
aa2682,Rose,1,820,17
aa2683,Rose,1,660,541
aa2684,Rose,2,850,741
aa2685,Rose,2,610,302
aa2686,Rose,2,540,674
aa2687,Rose,1,580,356
aa2688,Rose,2,220,679
aa2689,Rose,1,180,95
aa2690,Rose,2,360,920
aa2691,Rose,2,630,410
aa2692,Rose,1,10,980
aa2693,Rose,2,690,449
aa2694,Rose,2,930,858
aa2695,Rose,2,870,749
aa2696,Rose,1,520,729
aa2697,Rose,1,590,538
aa2698,Rose,1,470,892
aa2699,Rose,1,260,584
aa2700,Rose,2,760,565
aa2701,Rose,1,230,321
aa2702,Rose,1,310,228
aa2703,Rose,1,200,253
aa2704,Rose,2,180,973
aa2705,Rose,1,930,426
aa2706,Rose,1,650,984
aa2707,Rose,1,860,525
aa2708,Rose,2,670,104
aa2709,Rose,1,710,933
aa2710,Rose,1,510,518
aa2711,Rose,2,110,401
aa2712,Rose,2,270,40
aa2713,Rose,1,540,149
aa2714,Rose,1,120,640
aa2715,Rose,2,620,120
aa2716,Rose,1,440,407
aa2717,Rose,2,830,57
aa2718,Rose,1,250,495
aa2719,Rose,1,820,645
aa2720,Rose,1,920,850
aa2721,Rose,2,710,665
aa2722,Rose,2,730,350
aa2723,Rose,2,680,924
aa2724,Rose,1,770,551
aa2725,Rose,2,210,575
aa2726,Rose,1,330,855
aa2727,Rose,2,250,303
aa2728,Rose,1,760,680
aa2729,Rose,1,590,196
aa2730,Rose,1,400,882
aa2731,Rose,1,140,24
aa2732,Rose,1,540,781
aa2733,Rose,1,480,424
aa2734,Rose,1,300,493
aa2735,Rose,2,770,796
aa2736,Rose,2,440,77
aa2737,Rose,2,540,500
aa2738,Rose,1,370,616
aa2739,Rose,1,520,934
aa2740,Rose,2,80,208
aa2741,Rose,2,190,426
aa2742,Rose,1,560,622
aa2743,Rose,2,650,7
aa2744,Rose,1,150,355
aa2745,Rose,2,750,875
aa2746,Rose,1,390,501
aa2747,Rose,2,260,993
aa2748,Rose,1,40,927
aa2749,Rose,1,940,710
aa2750,Rose,1,810,359
aa2751,Rose,2,390,463
aa2752,Rose,1,250,350
aa2753,Rose,2,140,768
aa2754,Rose,1,710,338
aa2755,Rose,1,910,395
aa2756,Rose,2,10,74
aa2757,Rose,2,730,303
aa2758,Rose,2,710,961
aa2759,Rose,2,170,387
aa2760,Rose,1,770,348
aa2761,Rose,2,470,363
aa2762,Rose,2,260,11
aa2763,Rose,2,880,521
aa2764,Rose,2,210,855
aa2765,Rose,2,940,300
aa2766,Rose,2,490,978
aa2767,Rose,2,930,341
aa2768,Rose,2,850,69
aa2769,Rose,1,600,506
aa2770,Rose,2,330,11
aa2771,Rose,1,650,14
aa2772,Rose,2,60,250
aa2773,Rose,2,840,841
aa2774,Rose,1,820,396
aa2775,Rose,1,510,999
aa2776,Rose,2,910,389
aa2777,Rose,1,100,841
aa2778,Rose,2,770,392
aa2779,Rose,2,800,148
aa2780,Rose,2,820,810
aa2781,Rose,1,630,449
aa2782,Rose,2,110,43
aa2783,Rose,1,710,332
aa2784,Rose,1,220,98
aa2785,Rose,2,830,524
aa2786,Rose,2,60,727
aa2787,Rose,2,330,703
aa2788,Rose,2,310,281
aa2789,Rose,1,820,264
aa2790,Rose,1,970,108
aa2791,Rose,2,840,781
aa2792,Rose,1,980,838
aa2793,Rose,2,790,823
aa2794,Rose,1,160,690
aa2795,Rose,2,560,509
aa2796,Rose,2,460,814
aa2797,Rose,1,630,722
aa2798,Rose,2,490,984
aa2799,Rose,2,340,59
aa2800,Rose,2,380,291
aa2801,Rose,1,320,383
aa2802,Rose,1,490,143
aa2803,Rose,2,240,808
aa2804,Rose,1,700,511
aa2805,Rose,2,310,950
aa2806,Rose,1,620,434
aa2807,Rose,1,740,933
aa2808,Rose,2,280,698
aa2809,Rose,1,520,673
aa2810,Rose,1,730,278
aa2811,Rose,1,970,548
aa2812,Rose,2,890,891
aa2813,Rose,1,140,469
aa2814,Rose,2,930,458
aa2815,Rose,2,20,233
aa2816,Rose,1,820,339
aa2817,Rose,1,150,836
aa2818,Rose,1,830,894
aa2819,Rose,2,90,922
aa2820,Rose,2,960,570
aa2821,Rose,1,170,730
aa2822,Rose,2,860,151
aa2823,Rose,1,230,900
aa2824,Rose,2,770,604
aa2825,Rose,2,870,329
aa2826,Rose,2,480,776
aa2827,Rose,1,900,491
aa2828,Rose,1,530,56
aa2829,Rose,1,490,284
aa2830,Rose,1,410,607
aa2831,Rose,2,990,958
aa2832,Rose,1,670,76
aa2833,Rose,2,920,362
aa2834,Rose,1,550,659
aa2835,Rose,2,10,57
aa2836,Rose,1,440,595
aa2837,Rose,2,20,757
aa2838,Rose,2,110,797
aa2839,Rose,2,730,512
aa2840,Rose,1,670,857
aa2841,Rose,1,430,142
aa2842,Rose,2,510,73
aa2843,Rose,1,320,129
aa2844,Rose,1,640,787
aa2845,Rose,1,490,152
aa2846,Rose,2,310,919
aa2847,Rose,2,500,950
aa2848,Rose,2,740,731
aa2849,Rose,1,370,942
aa2850,Rose,2,770,69
aa2851,Rose,2,30,250
aa2852,Rose,2,860,614
aa2853,Rose,2,420,213
aa2854,Rose,1,820,892
aa2855,Rose,1,850,684
aa2856,Rose,1,690,817
aa2857,Rose,2,120,565
aa2858,Rose,2,870,200
aa2859,Rose,1,350,653
aa2860,Rose,1,800,467
aa2861,Rose,2,710,477
aa2862,Rose,1,630,284
aa2863,Rose,2,640,879
aa2864,Rose,2,680,65
aa2865,Rose,1,600,777
aa2866,Rose,2,120,530
aa2867,Rose,2,580,630
aa2868,Rose,1,770,169
aa2869,Rose,2,800,923
aa2870,Rose,2,60,243
aa2871,Rose,1,210,123
aa2872,Rose,2,630,739
aa2873,Rose,1,680,429
aa2874,Rose,1,830,16
aa2875,Rose,2,630,44
aa2876,Rose,2,860,105
aa2877,Rose,2,970,799
aa2878,Rose,1,380,682
aa2879,Rose,2,250,792
aa2880,Rose,2,860,275
aa2881,Rose,1,80,650
aa2882,Rose,1,890,688
aa2883,Rose,1,710,164
aa2884,Rose,2,930,162
aa2885,Rose,1,190,272
aa2886,Rose,1,290,164
aa2887,Rose,1,640,685
aa2888,Rose,1,880,174
aa2889,Rose,2,550,209
aa2890,Rose,1,750,441
aa2891,Rose,2,400,186
aa2892,Rose,2,460,922
aa2893,Rose,2,990,545
aa2894,Rose,2,530,864
aa2895,Rose,1,580,163
aa2896,Rose,2,740,31
aa2897,Rose,1,890,746
aa2898,Rose,1,200,803
aa2899,Rose,2,980,492
aa2900,Rose,1,350,718
aa2901,Rose,1,720,680
aa2902,Rose,2,710,795
aa2903,Rose,1,70,328
aa2904,Rose,1,340,761
aa2905,Rose,1,700,828
aa2906,Rose,1,480,452
aa2907,Rose,2,220,796
aa2908,Rose,2,130,379
aa2909,Rose,2,480,970
aa2910,Rose,1,260,523
aa2911,Rose,1,780,667
aa2912,Rose,2,1000,642
aa2913,Rose,2,330,258
aa2914,Rose,2,20,637
aa2915,Rose,1,840,626
aa2916,Rose,1,390,949
aa2917,Rose,1,800,442
aa2918,Rose,1,870,523
aa2919,Rose,2,760,896
aa2920,Rose,1,630,983
aa2921,Rose,2,820,108
aa2922,Rose,1,340,584
aa2923,Rose,1,80,149
aa2924,Rose,1,310,431
aa2925,Rose,1,500,554
aa2926,Rose,2,840,983
aa2927,Rose,1,480,751
aa2928,Rose,2,640,490
aa2929,Rose,2,970,346
aa2930,Rose,2,370,713
aa2931,Rose,2,800,576
aa2932,Rose,1,950,114
aa2933,Rose,2,30,225
aa2934,Rose,2,160,714
aa2935,Rose,1,230,595
aa2936,Rose,1,180,699
aa2937,Rose,2,900,341
aa2938,Rose,1,560,674
aa2939,Rose,2,940,85
aa2940,Rose,2,730,706
aa2941,Rose,1,760,965
aa2942,Rose,2,800,607
aa2943,Rose,1,340,52
aa2944,Rose,2,770,434
aa2945,Rose,2,800,632
aa2946,Rose,2,10,255
aa2947,Rose,1,770,157
aa2948,Rose,1,470,336
aa2949,Rose,1,60,748
aa2950,Rose,1,860,937
aa2951,Rose,2,30,885
aa2952,Rose,2,420,444
aa2953,Rose,2,710,972
aa2954,Rose,1,150,212
aa2955,Rose,2,730,935
aa2956,Rose,1,560,565
aa2957,Rose,2,350,854
aa2958,Rose,1,100,137
aa2959,Rose,2,590,934
aa2960,Rose,1,110,603
aa2961,Rose,1,700,907
aa2962,Rose,1,610,764
aa2963,Rose,1,590,361
aa2964,Rose,2,630,190
aa2965,Rose,1,470,512
aa2966,Rose,2,370,905
aa2967,Rose,2,880,399
aa2968,Rose,2,640,567
aa2969,Rose,2,230,773
aa2970,Rose,1,940,580
aa2971,Rose,1,570,614
aa2972,Rose,1,140,224
aa2973,Rose,1,750,207
aa2974,Rose,1,60,759
aa2975,Rose,2,770,424
aa2976,Rose,2,410,843
aa2977,Rose,1,330,385
aa2978,Rose,1,770,586
aa2979,Rose,2,740,802
aa2980,Rose,2,840,93
aa2981,Rose,2,670,837
aa2982,Rose,1,740,734
aa2983,Rose,1,830,91
aa2984,Rose,1,630,340
aa2985,Rose,2,880,965
aa2986,Rose,2,470,752
aa2987,Rose,2,960,823
aa2988,Rose,2,130,186
aa2989,Rose,2,610,350
aa2990,Rose,1,970,487
aa2991,Rose,1,970,519
aa2992,Rose,1,490,491
aa2993,Rose,1,810,242
aa2994,Rose,2,190,68
aa2995,Rose,1,520,498
aa2996,Rose,2,550,102
aa2997,Rose,2,240,551
aa2998,Rose,1,830,135
aa2999,Rose,2,140,159
aa3000,Rose,1,600,481
aa3001,Rose,2,350,678
aa3002,Rose,2,30,133
aa3003,Rose,2,490,7
aa3004,Rose,2,460,521
aa3005,Rose,1,960,718
aa3006,Rose,1,530,811
aa3007,Rose,1,120,31
aa3008,Rose,2,130,854
aa3009,Rose,1,240,533
aa3010,Rose,1,290,539
aa3011,Rose,1,610,77
aa3012,Rose,1,990,303
aa3013,Rose,2,390,745
aa3014,Rose,2,750,702
aa3015,Rose,1,340,665
aa3016,Rose,1,660,754
aa3017,Rose,2,490,3
aa3018,Rose,1,90,521
aa3019,Rose,1,830,703
aa3020,Rose,2,870,684
aa3021,Rose,2,530,90
aa3022,Rose,1,340,792
aa3023,Rose,2,930,330
aa3024,Rose,2,980,420
aa3025,Rose,1,320,491
aa3026,Rose,2,940,257
aa3027,Rose,2,320,283
aa3028,Rose,2,830,792
aa3029,Rose,2,890,350
aa3030,Rose,2,910,905
aa3031,Rose,2,880,138
aa3032,Rose,2,70,554
aa3033,Rose,1,300,709
aa3034,Rose,2,930,432
aa3035,Rose,2,140,840
aa3036,Rose,1,220,787
aa3037,Rose,1,720,974
aa3038,Rose,1,520,886
aa3039,Rose,1,570,424
aa3040,Rose,1,430,52
aa3041,Rose,2,760,10
aa3042,Rose,2,930,61
aa3043,Rose,1,410,311
aa3044,Rose,2,680,618
aa3045,Rose,1,360,549
aa3046,Rose,1,660,748
aa3047,Rose,2,920,293
aa3048,Rose,1,470,114
aa3049,Rose,2,550,315
aa3050,Rose,1,30,35
aa3051,Rose,1,830,126
aa3052,Rose,2,370,509
aa3053,Rose,2,770,527
aa3054,Rose,1,370,65
aa3055,Rose,1,410,447
aa3056,Rose,1,930,891
aa3057,Rose,2,800,80
aa3058,Rose,2,630,230
aa3059,Rose,1,530,988
aa3060,Rose,2,770,555
aa3061,Rose,2,40,659
aa3062,Rose,1,820,521
aa3063,Rose,2,610,171
aa3064,Rose,1,960,626
aa3065,Rose,1,250,654
aa3066,Rose,2,690,816
aa3067,Rose,1,680,235
aa3068,Rose,1,40,744
aa3069,Rose,2,650,244
aa3070,Rose,2,850,848
aa3071,Rose,2,610,125
aa3072,Rose,2,100,140
aa3073,Rose,1,270,203
aa3074,Rose,2,770,394
aa3075,Rose,2,180,655
aa3076,Rose,1,320,796
aa3077,Rose,2,930,442
aa3078,Rose,1,480,824
aa3079,Rose,1,470,73
aa3080,Rose,2,350,328
aa3081,Rose,1,40,684
aa3082,Rose,1,860,765
aa3083,Rose,2,150,557
aa3084,Rose,1,280,379
aa3085,Rose,1,750,276
aa3086,Rose,2,740,730
aa3087,Rose,1,870,620
aa3088,Rose,2,170,715
aa3089,Rose,2,700,309
aa3090,Rose,2,890,794
aa3091,Rose,1,1000,944
aa3092,Rose,2,710,800
aa3093,Rose,2,890,246
aa3094,Rose,1,150,586
aa3095,Rose,2,930,652
aa3096,Rose,2,170,430
aa3097,Rose,2,900,19
aa3098,Rose,2,420,863
aa3099,Rose,1,50,328
aa3100,Rose,1,260,450
aa3101,Rose,1,890,232
aa3102,Rose,1,980,829
aa3103,Rose,2,920,795
aa3104,Rose,1,60,249
aa3105,Rose,2,180,662
aa3106,Rose,2,320,241
aa3107,Rose,2,920,209
aa3108,Rose,1,910,504
aa3109,Rose,2,400,928
aa3110,Rose,1,600,124
aa3111,Rose,1,560,494
aa3112,Rose,1,800,194
aa3113,Rose,1,910,589
aa3114,Rose,2,480,981
aa3115,Rose,2,500,311
aa3116,Rose,2,590,713
aa3117,Rose,2,540,829
aa3118,Rose,1,620,190
aa3119,Rose,1,900,747
aa3120,Rose,2,190,67
aa3121,Rose,1,640,46
aa3122,Rose,2,480,148
aa3123,Rose,2,360,271
aa3124,Rose,2,460,343
aa3125,Rose,1,740,6
aa3126,Rose,2,20,931
aa3127,Rose,1,970,375
aa3128,Rose,1,150,331
aa3129,Rose,1,730,655
aa3130,Rose,2,760,295
aa3131,Rose,1,180,485
aa3132,Rose,2,30,714
aa3133,Rose,2,50,674
aa3134,Rose,2,250,207
aa3135,Rose,2,620,662
aa3136,Rose,2,10,448
aa3137,Rose,2,580,771
aa3138,Rose,2,970,802
aa3139,Rose,2,40,770
aa3140,Rose,1,770,895
aa3141,Rose,2,490,428
aa3142,Rose,1,910,526
aa3143,Rose,2,580,951
aa3144,Rose,1,730,43
aa3145,Rose,2,870,87
aa3146,Rose,1,450,37
aa3147,Rose,1,960,548
aa3148,Rose,1,20,790
aa3149,Rose,1,580,665
aa3150,Rose,2,420,148
aa3151,Rose,1,110,790
aa3152,Rose,1,100,378
aa3153,Rose,2,530,897
aa3154,Rose,1,710,819
aa3155,Rose,2,710,23
aa3156,Rose,1,580,866
aa3157,Rose,1,970,781
aa3158,Rose,1,770,620
aa3159,Rose,2,860,773
aa3160,Rose,2,120,693
aa3161,Rose,1,500,669
aa3162,Rose,2,770,988
aa3163,Rose,1,180,325
aa3164,Rose,1,660,879
aa3165,Rose,1,350,952
aa3166,Rose,2,830,601
aa3167,Rose,2,960,877
aa3168,Rose,2,740,759
aa3169,Rose,1,200,600
aa3170,Rose,2,880,11
aa3171,Rose,2,710,674
aa3172,Rose,2,550,500
aa3173,Rose,1,720,502
aa3174,Rose,1,970,564
aa3175,Rose,1,620,814
aa3176,Rose,1,450,267
aa3177,Rose,2,690,524
aa3178,Rose,2,80,865
aa3179,Rose,2,300,814
aa3180,Rose,2,780,247
aa3181,Rose,1,800,341
aa3182,Rose,1,920,444
aa3183,Rose,2,190,416
aa3184,Rose,2,140,965
aa3185,Rose,2,390,291
aa3186,Rose,1,420,758
aa3187,Rose,2,300,228
aa3188,Rose,1,120,951
aa3189,Rose,2,350,858
aa3190,Rose,2,990,329
aa3191,Rose,1,490,959
aa3192,Rose,2,270,829
aa3193,Rose,2,480,844
aa3194,Rose,1,440,705
aa3195,Rose,2,530,991
aa3196,Rose,1,1000,446
aa3197,Rose,2,70,472
aa3198,Rose,2,190,139
aa3199,Rose,2,890,339
aa3200,Rose,2,100,811
aa3201,Rose,1,500,846
aa3202,Rose,2,40,327
aa3203,Rose,1,450,139
aa3204,Rose,2,950,439
aa3205,Rose,2,560,587
aa3206,Rose,1,600,96
aa3207,Rose,2,900,183
aa3208,Rose,1,720,66
aa3209,Rose,2,440,471
aa3210,Rose,1,160,644
aa3211,Rose,1,910,793
aa3212,Rose,1,760,669
aa3213,Rose,1,110,11
aa3214,Rose,1,270,205
aa3215,Rose,1,260,303
aa3216,Rose,1,740,808
aa3217,Rose,2,430,813
aa3218,Rose,1,400,464
aa3219,Rose,2,980,380
aa3220,Rose,2,460,238
aa3221,Rose,1,430,924
aa3222,Rose,1,570,498
aa3223,Rose,2,930,694
aa3224,Rose,1,440,114
aa3225,Rose,1,760,368
aa3226,Rose,2,30,47
aa3227,Rose,1,330,905
aa3228,Rose,1,800,846
aa3229,Rose,2,600,555
aa3230,Rose,2,870,622
aa3231,Rose,1,610,216
aa3232,Rose,2,440,861
aa3233,Rose,1,810,905
aa3234,Rose,1,570,579
aa3235,Rose,2,640,740
aa3236,Rose,2,30,241
aa3237,Rose,2,100,900
aa3238,Rose,1,710,68
aa3239,Rose,1,650,134
aa3240,Rose,2,300,756
aa3241,Rose,2,670,51
aa3242,Rose,2,980,501
aa3243,Rose,2,850,635
aa3244,Rose,1,850,533
aa3245,Rose,1,620,940
aa3246,Rose,1,560,916
aa3247,Rose,1,130,436
aa3248,Rose,1,900,7
aa3249,Rose,1,30,314
aa3250,Rose,1,660,113
aa3251,Rose,1,590,40
aa3252,Rose,1,210,996
aa3253,Rose,2,50,50
aa3254,Rose,1,360,652
aa3255,Rose,2,550,768
aa3256,Rose,1,420,726
aa3257,Rose,2,130,584
aa3258,Rose,2,520,494
aa3259,Rose,2,640,393
aa3260,Rose,2,780,658
aa3261,Rose,2,320,162
aa3262,Rose,1,760,400
aa3263,Rose,1,950,887
aa3264,Rose,2,670,919
aa3265,Rose,1,530,151
aa3266,Rose,2,910,281
aa3267,Rose,2,700,505
aa3268,Rose,2,560,45
aa3269,Rose,1,40,732
aa3270,Rose,1,850,149
aa3271,Rose,2,50,348
aa3272,Rose,2,280,139
aa3273,Rose,1,460,344
aa3274,Rose,2,250,161
aa3275,Rose,1,720,82
aa3276,Rose,2,330,926
aa3277,Rose,2,600,735
aa3278,Rose,1,840,64
aa3279,Rose,1,850,13
aa3280,Rose,2,370,598
aa3281,Rose,2,570,422
aa3282,Rose,1,200,308
aa3283,Rose,2,190,458
aa3284,Rose,1,330,930
aa3285,Rose,1,660,950
aa3286,Rose,2,900,43
aa3287,Rose,1,520,664
aa3288,Rose,1,590,667
aa3289,Rose,1,340,906
aa3290,Rose,2,740,614
aa3291,Rose,2,990,395
aa3292,Rose,1,280,993
aa3293,Rose,1,930,494
aa3294,Rose,2,570,616
aa3295,Rose,2,200,646
aa3296,Rose,1,20,129
aa3297,Rose,2,40,124
aa3298,Rose,2,200,384
aa3299,Rose,2,870,722
aa3300,Rose,2,190,389
aa3301,Rose,2,310,423
aa3302,Rose,1,870,482
aa3303,Rose,2,890,436
aa3304,Rose,1,910,547
aa3305,Rose,2,510,324
aa3306,Rose,1,970,848
aa3307,Rose,2,140,432
aa3308,Rose,2,990,580
aa3309,Rose,1,480,385
aa3310,Rose,1,680,950
aa3311,Rose,2,180,999
aa3312,Rose,2,420,131
aa3313,Rose,2,770,176
aa3314,Rose,2,950,102
aa3315,Rose,2,620,946
aa3316,Rose,1,680,307
aa3317,Rose,1,910,680
aa3318,Rose,2,110,790
aa3319,Rose,1,640,952
aa3320,Rose,1,1000,688
aa3321,Rose,1,280,684
aa3322,Rose,2,290,221
aa3323,Rose,1,70,814
aa3324,Rose,2,300,511
aa3325,Rose,2,240,665
aa3326,Rose,1,620,475
aa3327,Rose,2,990,566
aa3328,Rose,2,920,634
aa3329,Rose,1,140,104
aa3330,Rose,2,810,915
aa3331,Rose,2,530,601
aa3332,Rose,1,480,532
aa3333,Rose,2,510,180
aa3334,Rose,2,310,821
aa3335,Rose,2,380,540
aa3336,Rose,2,850,993
aa3337,Rose,2,600,407
aa3338,Rose,1,130,590
aa3339,Rose,1,950,807
aa3340,Rose,1,960,251
aa3341,Rose,2,450,418
aa3342,Rose,1,710,276
aa3343,Rose,2,180,698
aa3344,Rose,1,770,417
aa3345,Rose,2,420,801
aa3346,Rose,2,660,86
aa3347,Rose,1,500,256
aa3348,Rose,1,630,88
aa3349,Rose,1,560,36
aa3350,Rose,1,120,976
aa3351,Rose,1,190,959
aa3352,Rose,2,480,472
aa3353,Rose,1,850,179
aa3354,Rose,2,530,347
aa3355,Rose,1,610,81
aa3356,Rose,1,1000,410
aa3357,Rose,1,360,431
aa3358,Rose,2,70,962
aa3359,Rose,1,610,521
aa3360,Rose,2,580,842
aa3361,Rose,2,680,638
aa3362,Rose,1,500,799
aa3363,Rose,1,480,223
aa3364,Rose,2,350,636
aa3365,Rose,2,130,746
aa3366,Rose,2,420,144
aa3367,Rose,1,690,793
aa3368,Rose,1,880,514
aa3369,Rose,2,570,456
aa3370,Rose,1,1000,23
aa3371,Rose,1,310,224
aa3372,Rose,2,160,206
aa3373,Rose,2,620,654
aa3374,Rose,2,410,221
aa3375,Rose,1,30,989
aa3376,Rose,1,260,44
aa3377,Rose,1,190,922
aa3378,Rose,1,250,836
aa3379,Rose,1,820,647
aa3380,Rose,2,530,818
aa3381,Rose,2,500,375
aa3382,Rose,2,750,26
aa3383,Rose,1,650,87
aa3384,Rose,2,540,848
aa3385,Rose,2,470,263
aa3386,Rose,1,900,962
aa3387,Rose,2,30,465
aa3388,Rose,1,180,575
aa3389,Rose,1,70,566
aa3390,Rose,1,880,918
aa3391,Rose,1,530,917
aa3392,Rose,2,240,425
aa3393,Rose,2,780,213
aa3394,Rose,1,360,891
aa3395,Rose,1,70,801
aa3396,Rose,2,980,19
aa3397,Rose,1,670,356
aa3398,Rose,1,740,544
aa3399,Rose,2,220,392
aa3400,Rose,1,200,659
aa3401,Rose,1,800,254
aa3402,Rose,1,40,797
aa3403,Rose,1,240,420
aa3404,Rose,2,700,674
aa3405,Rose,1,320,198
aa3406,Rose,2,190,823
aa3407,Rose,1,1000,404
aa3408,Rose,1,830,25
aa3409,Rose,1,70,533
aa3410,Rose,2,240,630
aa3411,Rose,2,440,904
aa3412,Rose,2,590,173
aa3413,Rose,2,780,889
aa3414,Rose,2,920,321
aa3415,Rose,2,640,691
aa3416,Rose,1,850,861
aa3417,Rose,2,240,735
aa3418,Rose,2,320,477
aa3419,Rose,1,490,855
aa3420,Rose,2,840,925
aa3421,Rose,2,930,273
aa3422,Rose,1,960,907
aa3423,Rose,1,780,979
aa3424,Rose,2,820,798
aa3425,Rose,1,280,517
aa3426,Rose,1,30,615
aa3427,Rose,2,140,663
aa3428,Rose,2,710,969
aa3429,Rose,2,290,885
aa3430,Rose,2,410,78
aa3431,Rose,2,50,228
aa3432,Rose,1,270,849
aa3433,Rose,2,590,416
aa3434,Rose,1,400,229
aa3435,Rose,1,920,540
aa3436,Rose,1,970,729
aa3437,Rose,2,720,940
aa3438,Rose,2,600,720
aa3439,Rose,2,360,207
aa3440,Rose,1,460,264
aa3441,Rose,1,520,17
aa3442,Rose,1,360,215
aa3443,Rose,2,900,312
aa3444,Rose,1,130,993
aa3445,Rose,1,620,516
aa3446,Rose,1,180,477
aa3447,Rose,2,310,774
aa3448,Rose,1,360,507
aa3449,Rose,1,360,428
aa3450,Rose,1,980,322
aa3451,Rose,2,970,460
aa3452,Rose,2,10,641
aa3453,Rose,2,890,230
aa3454,Rose,2,1000,45
aa3455,Rose,2,1000,930
aa3456,Rose,2,1000,155
aa3457,Rose,1,640,375
aa3458,Rose,2,270,822
aa3459,Rose,2,840,864
aa3460,Rose,2,880,334
aa3461,Rose,2,110,465
aa3462,Rose,1,500,773
aa3463,Rose,2,750,907
aa3464,Rose,1,180,834
aa3465,Rose,2,620,626
aa3466,Rose,1,530,898
aa3467,Rose,2,970,363
aa3468,Rose,1,670,843
aa3469,Rose,1,680,341
aa3470,Rose,1,200,772
aa3471,Rose,1,210,590
aa3472,Rose,2,480,129
aa3473,Rose,1,390,188
aa3474,Rose,1,300,943
aa3475,Rose,1,430,533
aa3476,Rose,2,650,68
aa3477,Rose,2,620,14
aa3478,Rose,1,430,239
aa3479,Rose,2,600,873
aa3480,Rose,2,930,321
aa3481,Rose,2,660,525
aa3482,Rose,1,100,678
aa3483,Rose,2,30,625
aa3484,Rose,1,270,304
aa3485,Rose,2,980,437
aa3486,Rose,2,520,167
aa3487,Rose,2,860,497
aa3488,Rose,2,340,659
aa3489,Rose,2,280,456
aa3490,Rose,2,320,822
aa3491,Rose,1,180,391
aa3492,Rose,1,720,374
aa3493,Rose,2,330,213
aa3494,Rose,1,440,529
aa3495,Rose,2,1000,442
aa3496,Rose,2,440,678
aa3497,Rose,1,790,469
aa3498,Rose,1,90,734
aa3499,Rose,1,750,505
aa3500,Rose,1,750,521
aa3501,Rose,2,780,420
aa3502,Rose,1,800,75
aa3503,Rose,1,760,154
aa3504,Rose,2,620,512
aa3505,Rose,1,870,89
aa3506,Rose,2,310,721
aa3507,Rose,1,500,717
aa3508,Rose,1,220,445
aa3509,Rose,1,340,209
aa3510,Rose,2,350,842
aa3511,Rose,1,650,701
aa3512,Rose,2,70,903
aa3513,Rose,2,150,403
aa3514,Rose,2,190,605
aa3515,Rose,1,160,400
aa3516,Rose,2,650,984
aa3517,Rose,1,130,481
aa3518,Rose,1,630,658
aa3519,Rose,1,740,252
aa3520,Rose,1,700,208
aa3521,Rose,1,490,582
aa3522,Rose,1,1000,283
aa3523,Rose,2,900,515
aa3524,Rose,1,440,955
aa3525,Rose,2,790,477
aa3526,Rose,1,400,975
aa3527,Rose,2,780,649
aa3528,Rose,1,260,569
aa3529,Rose,2,910,409
aa3530,Rose,2,1000,273
