Cl.Ord.ID,Instrument,Side,Quantity,Price
aa27170,Rose,2,150,818
aa27171,Rose,2,380,186
aa27172,Rose,2,530,581
aa27173,Rose,2,70,687
aa27174,Rose,2,250,174
aa27175,Rose,2,900,134
aa27176,Rose,2,270,624
aa27177,Rose,2,750,376
aa27178,Rose,1,980,204
aa27179,Rose,1,640,733
aa27180,Rose,2,800,667
aa27181,Rose,1,940,317
aa27182,Rose,2,260,532
aa27183,Rose,1,990,514
aa27184,Rose,2,190,529
aa27185,Rose,1,460,426
aa27186,Rose,1,340,58
aa27187,Rose,1,10,182
aa27188,Rose,2,690,778
aa27189,Rose,2,720,75
aa27190,Rose,1,50,577
aa27191,Rose,2,890,993
aa27192,Rose,1,160,205
aa27193,Rose,1,30,741
aa27194,Rose,1,450,30
aa27195,Rose,1,720,47
aa27196,Rose,1,550,658
aa27197,Rose,2,330,402
aa27198,Rose,1,340,309
aa27199,Rose,2,410,842
aa27200,Rose,1,310,883
aa27201,Rose,2,630,637
aa27202,Rose,2,170,531
aa27203,Rose,2,160,912
aa27204,Rose,2,630,719
aa27205,Rose,2,930,803
aa27206,Rose,2,670,4
aa27207,Rose,2,790,139
aa27208,Rose,1,210,925
aa27209,Rose,1,350,209
aa27210,Rose,1,510,420
aa27211,Rose,1,560,576
aa27212,Rose,2,60,326
aa27213,Rose,1,550,90
aa27214,Rose,2,620,231
aa27215,Rose,2,530,489
aa27216,Rose,2,390,70
aa27217,Rose,1,670,659
aa27218,Rose,1,900,612
aa27219,Rose,1,850,441
aa27220,Rose,2,900,129
aa27221,Rose,1,890,808
aa27222,Rose,1,440,875
aa27223,Rose,2,290,654
aa27224,Rose,1,770,479
aa27225,Rose,2,710,916
aa27226,Rose,2,130,614
aa27227,Rose,2,840,103
aa27228,Rose,2,80,531
aa27229,Rose,1,540,144
aa27230,Rose,2,180,975
aa27231,Rose,1,380,547
aa27232,Rose,1,420,347
aa27233,Rose,2,960,534
aa27234,Rose,2,730,957
aa27235,Rose,1,350,128
aa27236,Rose,1,860,763
aa27237,Rose,1,190,442
aa27238,Rose,2,800,289
aa27239,Rose,1,760,209
aa27240,Rose,1,40,501
aa27241,Rose,2,380,547
aa27242,Rose,1,570,462
aa27243,Rose,1,470,120
aa27244,Rose,2,180,806
aa27245,Rose,1,830,210
aa27246,Rose,2,460,376
aa27247,Rose,1,940,256
aa27248,Rose,1,910,797
aa27249,Rose,1,470,306
aa27250,Rose,2,960,68
aa27251,Rose,1,460,134
aa27252,Rose,1,650,186
aa27253,Rose,1,270,135
aa27254,Rose,2,310,117
aa27255,Rose,1,290,682
aa27256,Rose,2,810,712
aa27257,Rose,2,130,871
aa27258,Rose,2,510,98
aa27259,Rose,1,790,370
aa27260,Rose,1,750,911
aa27261,Rose,1,880,371
aa27262,Rose,2,180,67
aa27263,Rose,1,980,748
aa27264,Rose,2,510,864
aa27265,Rose,2,470,344
aa27266,Rose,1,310,658
aa27267,Rose,2,910,74
aa27268,Rose,2,520,218
aa27269,Rose,1,190,521
aa27270,Rose,1,310,722
aa27271,Rose,2,410,564
aa27272,Rose,2,430,813
aa27273,Rose,1,810,707
aa27274,Rose,1,500,62
aa27275,Rose,1,840,526
aa27276,Rose,2,80,950
aa27277,Rose,1,620,250
aa27278,Rose,1,110,284
aa27279,Rose,2,360,200
aa27280,Rose,1,210,297
aa27281,Rose,1,170,115
aa27282,Rose,1,690,505
aa27283,Rose,2,600,235
aa27284,Rose,1,580,352
aa27285,Rose,1,1000,294
aa27286,Rose,1,360,19
aa27287,Rose,2,470,623
aa27288,Rose,1,220,161
aa27289,Rose,1,10,178
aa27290,Rose,1,180,722
aa27291,Rose,2,560,891
aa27292,Rose,2,520,58
aa27293,Rose,2,380,419
aa27294,Rose,2,180,327
aa27295,Rose,1,140,116
aa27296,Rose,1,770,688
aa27297,Rose,1,140,744
aa27298,Rose,1,10,573
aa27299,Rose,1,930,41
aa27300,Rose,1,300,272
aa27301,Rose,2,480,915
aa27302,Rose,1,610,394
aa27303,Rose,1,970,758
aa27304,Rose,2,130,248
aa27305,Rose,2,390,984
aa27306,Rose,2,740,31
aa27307,Rose,2,210,11
aa27308,Rose,1,560,32
aa27309,Rose,1,350,200
aa27310,Rose,2,200,663
aa27311,Rose,1,1000,987
aa27312,Rose,2,190,796
aa27313,Rose,1,760,231
aa27314,Rose,2,380,842
aa27315,Rose,1,1000,20
aa27316,Rose,2,310,163
aa27317,Rose,2,240,569
aa27318,Rose,1,700,882
aa27319,Rose,1,860,963
aa27320,Rose,2,80,793
aa27321,Rose,1,180,616
aa27322,Rose,2,150,944
aa27323,Rose,2,800,643
aa27324,Rose,1,900,226
aa27325,Rose,2,530,491
aa27326,Rose,1,670,549
aa27327,Rose,1,630,636
aa27328,Rose,1,890,929
aa27329,Rose,2,120,355
aa27330,Rose,2,530,488
aa27331,Rose,1,650,692
aa27332,Rose,1,40,612
aa27333,Rose,1,70,652
aa27334,Rose,1,960,641
aa27335,Rose,1,390,671
aa27336,Rose,1,760,375
aa27337,Rose,1,530,355
aa27338,Rose,2,280,848
aa27339,Rose,1,130,486
aa27340,Rose,2,330,52
aa27341,Rose,1,580,309
aa27342,Rose,2,150,457
aa27343,Rose,1,900,774
aa27344,Rose,1,30,551
aa27345,Rose,2,880,164
aa27346,Rose,1,290,357
aa27347,Rose,2,580,394
aa27348,Rose,1,470,499
aa27349,Rose,2,110,840
aa27350,Rose,1,380,936
aa27351,Rose,1,670,281
aa27352,Rose,1,990,551
aa27353,Rose,2,940,795
aa27354,Rose,2,510,555
aa27355,Rose,2,960,775
aa27356,Rose,1,860,81
aa27357,Rose,1,600,305
aa27358,Rose,1,520,891
aa27359,Rose,2,660,551
aa27360,Rose,1,320,90
aa27361,Rose,2,260,216
aa27362,Rose,1,880,947
aa27363,Rose,1,480,892
aa27364,Rose,2,40,553
aa27365,Rose,2,330,257
aa27366,Rose,2,980,260
aa27367,Rose,1,840,124
aa27368,Rose,2,60,771
aa27369,Rose,2,750,53
aa27370,Rose,1,930,733
aa27371,Rose,2,80,815
aa27372,Rose,1,860,92
aa27373,Rose,1,280,706
aa27374,Rose,2,490,479
aa27375,Rose,1,880,102
aa27376,Rose,1,160,243
aa27377,Rose,1,960,702
aa27378,Rose,1,940,945
aa27379,Rose,2,550,35
aa27380,Rose,2,930,786
aa27381,Rose,1,910,399
aa27382,Rose,1,240,610
aa27383,Rose,1,580,529
aa27384,Rose,1,710,342
aa27385,Rose,2,690,469
aa27386,Rose,1,840,999
aa27387,Rose,1,800,612
aa27388,Rose,1,820,888
aa27389,Rose,2,680,600
aa27390,Rose,1,800,189
aa27391,Rose,1,730,431
aa27392,Rose,2,20,636
aa27393,Rose,2,50,413
aa27394,Rose,2,170,478
aa27395,Rose,1,760,702
aa27396,Rose,1,480,730
aa27397,Rose,2,390,918
aa27398,Rose,2,880,827
aa27399,Rose,1,960,159
aa27400,Rose,2,790,673
aa27401,Rose,2,390,299
aa27402,Rose,1,680,438
aa27403,Rose,2,250,432
aa27404,Rose,2,180,571
aa27405,Rose,2,930,143
aa27406,Rose,1,170,328
aa27407,Rose,2,610,747
aa27408,Rose,1,500,285
aa27409,Rose,2,600,369
aa27410,Rose,2,470,989
aa27411,Rose,1,830,240
aa27412,Rose,1,400,765
aa27413,Rose,2,250,337
aa27414,Rose,1,760,50
aa27415,Rose,1,550,71
aa27416,Rose,1,140,553
aa27417,Rose,1,500,432
aa27418,Rose,2,810,856
aa27419,Rose,1,690,993
aa27420,Rose,2,390,983
aa27421,Rose,2,520,934
aa27422,Rose,1,330,976
aa27423,Rose,2,270,905
aa27424,Rose,2,510,285
aa27425,Rose,2,550,678
aa27426,Rose,1,430,298
aa27427,Rose,2,170,266
aa27428,Rose,2,440,339
aa27429,Rose,2,140,715
aa27430,Rose,2,50,237
aa27431,Rose,2,530,431
aa27432,Rose,1,960,583
aa27433,Rose,2,800,827
aa27434,Rose,2,810,910
aa27435,Rose,2,340,893
aa27436,Rose,2,530,298
aa27437,Rose,2,90,759
aa27438,Rose,1,340,856
aa27439,Rose,2,350,870
aa27440,Rose,1,520,746
aa27441,Rose,2,910,603
aa27442,Rose,2,570,146
aa27443,Rose,2,990,894
aa27444,Rose,2,210,63
aa27445,Rose,2,60,979
aa27446,Rose,2,280,208
aa27447,Rose,1,770,949
aa27448,Rose,2,360,317
aa27449,Rose,1,820,461
aa27450,Rose,1,680,685
aa27451,Rose,1,90,383
aa27452,Rose,2,920,527
aa27453,Rose,2,390,712
aa27454,Rose,2,440,842
aa27455,Rose,2,560,167
aa27456,Rose,1,200,326
aa27457,Rose,1,950,357
aa27458,Rose,2,80,837
aa27459,Rose,2,950,987
aa27460,Rose,1,150,852
aa27461,Rose,2,290,444
aa27462,Rose,1,300,655
aa27463,Rose,1,850,383
aa27464,Rose,2,280,573
aa27465,Rose,2,690,426
aa27466,Rose,1,810,684
aa27467,Rose,1,740,411
aa27468,Rose,2,990,933
aa27469,Rose,2,820,332
aa27470,Rose,2,340,929
aa27471,Rose,2,240,845
aa27472,Rose,1,880,632
aa27473,Rose,2,560,879
aa27474,Rose,1,1000,68
aa27475,Rose,1,590,584
aa27476,Rose,2,280,798
aa27477,Rose,1,330,893
aa27478,Rose,1,280,390
aa27479,Rose,2,690,100
aa27480,Rose,2,470,264
aa27481,Rose,1,700,40
aa27482,Rose,1,330,763
aa27483,Rose,1,230,584
aa27484,Rose,2,570,737
aa27485,Rose,2,890,836
aa27486,Rose,1,90,580
aa27487,Rose,2,800,790
aa27488,Rose,1,500,486
aa27489,Rose,1,990,64
aa27490,Rose,1,640,841
aa27491,Rose,1,50,982
aa27492,Rose,2,630,252
aa27493,Rose,2,760,685
aa27494,Rose,1,280,852
aa27495,Rose,2,770,955
aa27496,Rose,1,360,14
aa27497,Rose,1,720,654
aa27498,Rose,2,470,46
aa27499,Rose,1,80,447
aa27500,Rose,1,420,207
aa27501,Rose,2,530,554
aa27502,Rose,1,90,592
aa27503,Rose,2,610,520
aa27504,Rose,1,730,963
aa27505,Rose,1,990,559
aa27506,Rose,1,600,103
aa27507,Rose,2,480,570
aa27508,Rose,1,70,841
aa27509,Rose,1,560,933
aa27510,Rose,1,570,183
aa27511,Rose,2,580,359
aa27512,Rose,2,50,502
aa27513,Rose,2,910,627
aa27514,Rose,2,630,794
aa27515,Rose,1,680,450
aa27516,Rose,2,30,239
aa27517,Rose,1,500,369
aa27518,Rose,2,360,733
aa27519,Rose,1,290,933
aa27520,Rose,2,810,896
aa27521,Rose,1,890,682
aa27522,Rose,2,700,730
aa27523,Rose,1,910,661
aa27524,Rose,2,780,807
aa27525,Rose,1,100,242
aa27526,Rose,2,50,371
aa27527,Rose,2,710,89
aa27528,Rose,2,970,891
aa27529,Rose,2,640,836
aa27530,Rose,1,160,632
aa27531,Rose,2,920,554
aa27532,Rose,2,190,746
aa27533,Rose,2,100,187
aa27534,Rose,1,880,5
aa27535,Rose,2,510,284
aa27536,Rose,1,880,854
aa27537,Rose,1,770,473
aa27538,Rose,2,170,989
aa27539,Rose,2,250,525
aa27540,Rose,1,570,583
aa27541,Rose,2,1000,273
aa27542,Rose,1,360,969
aa27543,Rose,1,750,187
aa27544,Rose,2,320,529
aa27545,Rose,2,100,154
aa27546,Rose,1,890,78
aa27547,Rose,2,20,154
aa27548,Rose,1,120,287
aa27549,Rose,1,350,550
aa27550,Rose,1,970,336
aa27551,Rose,1,730,691
aa27552,Rose,1,130,972
aa27553,Rose,1,50,594
aa27554,Rose,1,1000,398
aa27555,Rose,1,730,266
aa27556,Rose,2,380,631
aa27557,Rose,2,410,496
aa27558,Rose,2,710,426
aa27559,Rose,2,70,128
aa27560,Rose,1,550,956
aa27561,Rose,2,920,335
aa27562,Rose,1,780,689
aa27563,Rose,1,900,923
aa27564,Rose,2,220,580
aa27565,Rose,2,480,713
aa27566,Rose,2,160,101
aa27567,Rose,1,510,45
aa27568,Rose,2,70,646
aa27569,Rose,2,920,935
aa27570,Rose,2,500,986
aa27571,Rose,1,500,388
aa27572,Rose,1,280,47
aa27573,Rose,1,30,369
aa27574,Rose,2,240,124
aa27575,Rose,1,90,438
aa27576,Rose,2,140,593
aa27577,Rose,2,260,502
aa27578,Rose,2,550,980
aa27579,Rose,2,510,436
aa27580,Rose,2,530,499
aa27581,Rose,1,120,639
aa27582,Rose,1,440,936
aa27583,Rose,2,220,114
aa27584,Rose,2,840,893
aa27585,Rose,2,490,627
aa27586,Rose,1,200,389
aa27587,Rose,1,550,781
aa27588,Rose,1,980,885
aa27589,Rose,2,600,835
aa27590,Rose,2,820,473
aa27591,Rose,2,100,517
aa27592,Rose,1,820,664
aa27593,Rose,1,70,498
aa27594,Rose,1,480,740
aa27595,Rose,2,460,991
aa27596,Rose,1,720,850
aa27597,Rose,1,200,603
aa27598,Rose,1,220,116
aa27599,Rose,2,740,952
aa27600,Rose,2,30,99
aa27601,Rose,2,670,431
aa27602,Rose,1,920,618
aa27603,Rose,1,220,795
aa27604,Rose,2,280,318
aa27605,Rose,1,860,377
aa27606,Rose,1,800,364
aa27607,Rose,2,890,305
aa27608,Rose,1,180,102
aa27609,Rose,2,600,650
aa27610,Rose,1,340,169
aa27611,Rose,1,970,970
aa27612,Rose,1,750,763
aa27613,Rose,2,870,61
aa27614,Rose,2,250,755
aa27615,Rose,1,670,432
aa27616,Rose,2,40,181
aa27617,Rose,2,120,778
aa27618,Rose,2,850,732
aa27619,Rose,2,870,636
aa27620,Rose,1,320,483
aa27621,Rose,1,460,602
aa27622,Rose,1,780,115
aa27623,Rose,2,430,370
aa27624,Rose,1,960,985
aa27625,Rose,2,380,267
aa27626,Rose,1,150,810
aa27627,Rose,2,390,227
aa27628,Rose,1,940,994
aa27629,Rose,1,380,585
aa27630,Rose,1,620,255
aa27631,Rose,1,750,597
aa27632,Rose,2,260,639
aa27633,Rose,2,50,910
aa27634,Rose,1,130,616
aa27635,Rose,2,340,918
aa27636,Rose,2,630,391
aa27637,Rose,1,900,189
aa27638,Rose,2,990,850
aa27639,Rose,2,620,19
aa27640,Rose,1,670,954
aa27641,Rose,2,620,858
aa27642,Rose,2,10,300
aa27643,Rose,2,230,484
aa27644,Rose,1,580,311
aa27645,Rose,2,920,154
aa27646,Rose,2,630,342
aa27647,Rose,1,460,63
aa27648,Rose,2,270,378
aa27649,Rose,2,240,792
aa27650,Rose,1,640,528
aa27651,Rose,2,620,752
aa27652,Rose,2,610,180
aa27653,Rose,2,310,749
aa27654,Rose,2,410,815
aa27655,Rose,1,80,629
aa27656,Rose,1,180,285
aa27657,Rose,2,390,404
aa27658,Rose,2,270,928
aa27659,Rose,2,200,817
aa27660,Rose,2,980,665
aa27661,Rose,1,720,198
aa27662,Rose,2,890,486
aa27663,Rose,1,990,853
aa27664,Rose,1,810,24
aa27665,Rose,2,140,636
aa27666,Rose,1,80,584
aa27667,Rose,2,260,166
aa27668,Rose,2,60,594
aa27669,Rose,1,380,632
aa27670,Rose,1,520,277
aa27671,Rose,1,210,463
aa27672,Rose,2,880,449
aa27673,Rose,1,280,311
aa27674,Rose,1,30,598
aa27675,Rose,2,540,273
aa27676,Rose,1,790,710
aa27677,Rose,2,410,221
aa27678,Rose,2,810,369
aa27679,Rose,1,460,972
aa27680,Rose,1,40,908
aa27681,Rose,1,810,930
aa27682,Rose,2,120,625
aa27683,Rose,2,580,386
aa27684,Rose,1,580,215
aa27685,Rose,1,330,540
aa27686,Rose,2,480,585
aa27687,Rose,1,160,292
aa27688,Rose,2,770,897
aa27689,Rose,1,980,236
aa27690,Rose,2,570,317
aa27691,Rose,2,770,646
aa27692,Rose,2,490,199
aa27693,Rose,1,660,160
aa27694,Rose,2,820,250
aa27695,Rose,1,400,892
aa27696,Rose,1,640,340
aa27697,Rose,2,390,402
aa27698,Rose,1,830,770
aa27699,Rose,2,320,880
aa27700,Rose,2,380,621
aa27701,Rose,2,220,588
aa27702,Rose,2,640,918
aa27703,Rose,1,230,203
aa27704,Rose,1,670,546
aa27705,Rose,2,260,962
aa27706,Rose,2,620,958
aa27707,Rose,2,940,194
aa27708,Rose,1,420,754
aa27709,Rose,1,270,447
aa27710,Rose,1,70,339
aa27711,Rose,2,160,239
aa27712,Rose,2,870,469
aa27713,Rose,2,850,796
aa27714,Rose,2,600,843
aa27715,Rose,2,590,685
aa27716,Rose,1,350,915
aa27717,Rose,1,170,715
aa27718,Rose,2,530,123
aa27719,Rose,1,340,191
aa27720,Rose,1,20,879
aa27721,Rose,2,380,488
aa27722,Rose,1,120,331
aa27723,Rose,2,720,132
aa27724,Rose,1,120,630
aa27725,Rose,2,310,196
aa27726,Rose,2,120,244
aa27727,Rose,1,60,438
aa27728,Rose,2,530,658
aa27729,Rose,2,280,864
aa27730,Rose,2,490,346
aa27731,Rose,1,340,749
aa27732,Rose,2,100,452
aa27733,Rose,1,560,964
aa27734,Rose,1,500,8
aa27735,Rose,1,150,114
aa27736,Rose,1,560,133
aa27737,Rose,1,660,446
aa27738,Rose,1,770,900
aa27739,Rose,2,860,273
aa27740,Rose,2,790,996
aa27741,Rose,2,710,341
aa27742,Rose,2,320,105
aa27743,Rose,2,360,63
aa27744,Rose,2,540,299
aa27745,Rose,1,260,929
aa27746,Rose,1,280,912
aa27747,Rose,1,630,861
aa27748,Rose,2,940,459
aa27749,Rose,2,240,893
aa27750,Rose,1,550,792
aa27751,Rose,2,1000,196
aa27752,Rose,2,950,79
aa27753,Rose,1,350,239
aa27754,Rose,1,370,642
aa27755,Rose,1,460,241
aa27756,Rose,1,570,840
aa27757,Rose,1,440,506
aa27758,Rose,1,990,192
aa27759,Rose,1,940,861
aa27760,Rose,2,910,56
aa27761,Rose,2,980,984
aa27762,Rose,2,270,495
aa27763,Rose,2,980,739
aa27764,Rose,2,60,161
aa27765,Rose,1,500,314
aa27766,Rose,1,770,147
aa27767,Rose,2,630,300
aa27768,Rose,1,600,429
aa27769,Rose,2,420,788
aa27770,Rose,2,90,142
aa27771,Rose,2,670,9
aa27772,Rose,1,10,654
aa27773,Rose,1,490,126
aa27774,Rose,2,900,922
aa27775,Rose,1,350,465
aa27776,Rose,1,870,135
aa27777,Rose,2,620,891
aa27778,Rose,1,300,137
aa27779,Rose,1,80,614
aa27780,Rose,1,360,951
aa27781,Rose,1,670,880
aa27782,Rose,1,490,784
aa27783,Rose,1,750,600
aa27784,Rose,2,90,330
aa27785,Rose,2,770,911
aa27786,Rose,1,390,826
aa27787,Rose,1,270,160
aa27788,Rose,1,220,331
aa27789,Rose,1,990,428
aa27790,Rose,1,480,283
aa27791,Rose,2,310,890
aa27792,Rose,1,400,569
aa27793,Rose,2,410,927
aa27794,Rose,2,530,701
aa27795,Rose,2,730,835
aa27796,Rose,2,410,556
aa27797,Rose,2,310,860
aa27798,Rose,2,960,616
aa27799,Rose,1,180,616
aa27800,Rose,2,200,630
aa27801,Rose,2,560,219
aa27802,Rose,1,310,451
aa27803,Rose,1,310,916
aa27804,Rose,2,200,932
aa27805,Rose,1,540,644
aa27806,Rose,2,90,516
aa27807,Rose,1,600,86
aa27808,Rose,1,60,974
aa27809,Rose,2,540,159
aa27810,Rose,1,430,970
aa27811,Rose,1,30,257
aa27812,Rose,1,160,561
aa27813,Rose,1,280,672
aa27814,Rose,2,900,595
aa27815,Rose,2,490,906
aa27816,Rose,1,390,258
aa27817,Rose,2,100,27
aa27818,Rose,2,730,199
aa27819,Rose,1,950,52
aa27820,Rose,1,820,412
aa27821,Rose,2,350,89
aa27822,Rose,2,530,122
aa27823,Rose,1,690,965
aa27824,Rose,1,330,837
aa27825,Rose,2,130,675
aa27826,Rose,1,870,303
aa27827,Rose,1,610,944
aa27828,Rose,2,370,141
aa27829,Rose,2,510,544
aa27830,Rose,1,220,646
aa27831,Rose,2,660,457
aa27832,Rose,1,480,105
aa27833,Rose,2,590,956
aa27834,Rose,2,490,198
aa27835,Rose,2,20,526
aa27836,Rose,1,440,105
aa27837,Rose,2,100,420
aa27838,Rose,2,460,942
aa27839,Rose,2,240,546
aa27840,Rose,1,550,411
aa27841,Rose,1,630,708
aa27842,Rose,1,550,40
aa27843,Rose,1,730,819
aa27844,Rose,2,770,437
aa27845,Rose,1,960,594
aa27846,Rose,2,450,307
aa27847,Rose,1,710,570
aa27848,Rose,2,650,13
aa27849,Rose,2,860,368
aa27850,Rose,2,560,787
aa27851,Rose,1,360,293
aa27852,Rose,1,70,342
aa27853,Rose,1,400,588
aa27854,Rose,1,30,530
aa27855,Rose,1,820,252
aa27856,Rose,2,200,943
aa27857,Rose,2,860,570
aa27858,Rose,1,820,720
aa27859,Rose,1,400,747
aa27860,Rose,1,620,545
aa27861,Rose,2,20,999
aa27862,Rose,2,420,971
aa27863,Rose,1,780,40
aa27864,Rose,2,660,320
aa27865,Rose,1,990,366
aa27866,Rose,2,50,355
aa27867,Rose,2,80,135
aa27868,Rose,1,430,538
aa27869,Rose,2,850,442
aa27870,Rose,2,430,473
aa27871,Rose,1,970,508
aa27872,Rose,2,990,180
aa27873,Rose,1,890,338
aa27874,Rose,1,540,295
aa27875,Rose,1,410,288
aa27876,Rose,1,430,631
aa27877,Rose,2,620,130
aa27878,Rose,2,860,629
aa27879,Rose,2,490,386
aa27880,Rose,1,350,13
aa27881,Rose,1,620,999
aa27882,Rose,1,210,730
aa27883,Rose,2,400,122
aa27884,Rose,2,760,550
aa27885,Rose,1,470,666
aa27886,Rose,1,950,757
aa27887,Rose,2,730,612
aa27888,Rose,1,230,26
aa27889,Rose,2,320,171
aa27890,Rose,2,120,633
aa27891,Rose,2,240,676
aa27892,Rose,2,990,77
aa27893,Rose,2,280,255
aa27894,Rose,1,890,503
aa27895,Rose,2,830,706
aa27896,Rose,2,130,301
aa27897,Rose,1,460,130
aa27898,Rose,2,30,397
aa27899,Rose,2,370,349
aa27900,Rose,2,980,977
aa27901,Rose,1,580,475
aa27902,Rose,2,540,394
aa27903,Rose,1,70,86
aa27904,Rose,2,100,12
aa27905,Rose,2,710,519
aa27906,Rose,2,730,214
aa27907,Rose,1,20,553
aa27908,Rose,1,200,321
aa27909,Rose,2,440,577
aa27910,Rose,2,560,185
aa27911,Rose,2,100,916
aa27912,Rose,1,640,787
aa27913,Rose,2,910,426
aa27914,Rose,2,230,267
aa27915,Rose,2,20,844
aa27916,Rose,2,560,522
aa27917,Rose,1,30,159
aa27918,Rose,2,890,968
aa27919,Rose,1,30,535
aa27920,Rose,2,490,88
aa27921,Rose,2,850,147
aa27922,Rose,1,870,908
aa27923,Rose,1,170,94
aa27924,Rose,1,200,443
aa27925,Rose,1,860,599
aa27926,Rose,2,560,805
aa27927,Rose,1,810,670
aa27928,Rose,1,150,396
aa27929,Rose,1,350,896
aa27930,Rose,1,250,35
aa27931,Rose,2,70,623
aa27932,Rose,2,220,929
aa27933,Rose,2,110,296
aa27934,Rose,2,550,517
aa27935,Rose,1,760,197
aa27936,Rose,2,750,290
aa27937,Rose,1,910,513
aa27938,Rose,2,860,604
aa27939,Rose,1,270,914
aa27940,Rose,2,30,882
aa27941,Rose,2,870,567
aa27942,Rose,1,120,672
aa27943,Rose,1,980,122
aa27944,Rose,2,500,621
aa27945,Rose,2,310,715
aa27946,Rose,1,130,268
aa27947,Rose,1,650,326
aa27948,Rose,2,720,918
aa27949,Rose,1,640,308
aa27950,Rose,2,490,297
aa27951,Rose,2,100,558
aa27952,Rose,1,140,760
aa27953,Rose,2,960,727
aa27954,Rose,1,620,120
aa27955,Rose,2,300,876
aa27956,Rose,1,940,322
aa27957,Rose,2,330,787
aa27958,Rose,1,500,671
aa27959,Rose,1,200,273
aa27960,Rose,2,130,825
aa27961,Rose,1,110,604
aa27962,Rose,2,570,572
aa27963,Rose,2,180,217
aa27964,Rose,2,580,954
aa27965,Rose,1,110,826
aa27966,Rose,2,210,644
aa27967,Rose,2,400,768
aa27968,Rose,1,700,462
aa27969,Rose,1,470,789
aa27970,Rose,1,130,975
aa27971,Rose,1,880,950
aa27972,Rose,1,390,845
aa27973,Rose,1,310,197
aa27974,Rose,1,390,630
aa27975,Rose,2,850,217
aa27976,Rose,1,150,369
aa27977,Rose,2,370,900
aa27978,Rose,2,940,794
aa27979,Rose,2,750,375
aa27980,Rose,2,200,29
aa27981,Rose,2,340,334
aa27982,Rose,2,730,118
aa27983,Rose,2,380,338
aa27984,Rose,1,700,667
aa27985,Rose,2,760,202
aa27986,Rose,2,900,356
aa27987,Rose,1,530,233
aa27988,Rose,1,50,855
aa27989,Rose,2,960,751
aa27990,Rose,1,980,540
aa27991,Rose,2,50,804
aa27992,Rose,2,590,853
aa27993,Rose,2,470,206
aa27994,Rose,2,460,220
aa27995,Rose,1,800,239
aa27996,Rose,2,580,536
aa27997,Rose,1,100,920
aa27998,Rose,2,490,20
aa27999,Rose,2,180,342
aa28000,Rose,1,410,225
aa28001,Rose,2,560,590
aa28002,Rose,1,730,824
aa28003,Rose,2,140,731
aa28004,Rose,2,310,96
aa28005,Rose,1,140,402
aa28006,Rose,2,550,179
aa28007,Rose,2,740,224
aa28008,Rose,1,760,807
aa28009,Rose,2,300,434
aa28010,Rose,1,550,254
aa28011,Rose,1,450,759
aa28012,Rose,2,170,879
aa28013,Rose,2,200,864
aa28014,Rose,2,70,470
aa28015,Rose,1,260,782
aa28016,Rose,1,660,207
aa28017,Rose,1,900,497
aa28018,Rose,2,250,124
aa28019,Rose,1,470,287
aa28020,Rose,2,610,41
aa28021,Rose,1,120,744
aa28022,Rose,2,180,238
aa28023,Rose,2,300,129
aa28024,Rose,1,650,545
aa28025,Rose,1,910,650
aa28026,Rose,1,300,277
aa28027,Rose,2,870,372
aa28028,Rose,2,700,922
aa28029,Rose,1,850,724
aa28030,Rose,1,710,859
aa28031,Rose,2,460,197
aa28032,Rose,1,290,622
aa28033,Rose,2,40,313
aa28034,Rose,2,410,250
aa28035,Rose,1,200,767
aa28036,Rose,1,320,90
aa28037,Rose,2,140,714
aa28038,Rose,1,590,998
aa28039,Rose,2,30,957
aa28040,Rose,2,90,234
aa28041,Rose,2,900,3
aa28042,Rose,1,130,201
aa28043,Rose,2,860,44
aa28044,Rose,1,500,553
aa28045,Rose,1,420,162
aa28046,Rose,2,770,369
aa28047,Rose,2,880,573
aa28048,Rose,1,190,890
aa28049,Rose,1,800,291
aa28050,Rose,1,250,753
aa28051,Rose,2,400,973
aa28052,Rose,2,620,597
aa28053,Rose,2,150,668
aa28054,Rose,1,290,107
aa28055,Rose,1,370,542
aa28056,Rose,2,900,703
aa28057,Rose,2,790,271
aa28058,Rose,1,70,572
aa28059,Rose,1,70,4
aa28060,Rose,1,540,651
aa28061,Rose,2,350,604
aa28062,Rose,2,620,374
aa28063,Rose,2,980,991
aa28064,Rose,2,220,202
aa28065,Rose,1,10,473
aa28066,Rose,2,300,495
aa28067,Rose,2,990,436
aa28068,Rose,2,800,109
aa28069,Rose,1,890,89
aa28070,Rose,2,340,763
aa28071,Rose,2,760,688
aa28072,Rose,1,480,962
aa28073,Rose,2,860,251
aa28074,Rose,2,50,746
aa28075,Rose,2,560,245
aa28076,Rose,2,580,889
aa28077,Rose,2,500,535
aa28078,Rose,1,980,276
aa28079,Rose,2,270,687
aa28080,Rose,2,480,343
aa28081,Rose,1,540,890
aa28082,Rose,1,730,560
aa28083,Rose,1,640,907
aa28084,Rose,2,330,123
aa28085,Rose,2,580,937
aa28086,Rose,1,500,248
aa28087,Rose,2,760,425
aa28088,Rose,2,830,846
aa28089,Rose,1,560,549
aa28090,Rose,2,970,68
aa28091,Rose,1,640,699
aa28092,Rose,1,980,327
aa28093,Rose,1,480,510
aa28094,Rose,1,200,92
aa28095,Rose,1,990,214
aa28096,Rose,1,490,429
aa28097,Rose,1,210,599
aa28098,Rose,2,30,763
aa28099,Rose,2,100,267
aa28100,Rose,1,430,437
